estimating workload which takes just one milisecond
end estimation
2	2	1
2	3	2
2	4	3
2	18	4
2	19	5
2	20	6
2	33	7
2	34	8
2	35	9
2	36	10
2	53	11
2	54	12
2	55	13
2	56	14
2	69	15
2	70	16
2	71	17
2	85	18
2	86	19
2	87	20
2	88	21
2	101	22
2	109	23
2	110	24
2	111	25
2	122	26
2	123	27
2	129	28
2	131	29
2	141	30
2	142	31
2	149	32
2	150	33
2	151	34
2	152	35
2	164	36
2	174	37
2	175	38
2	176	39
2	184	40
2	185	41
2	186	42
2	187	43
2	188	44
2	209	45
2	211	46
2	212	47
2	221	48
2	229	49
2	230	50
2	237	51
2	241	52
2	242	53
2	243	54
2	255	55
2	256	56
2	264	57
2	266	58
2	267	59
2	268	60
2	281	61
2	282	62
2	284	63
2	295	64
2	296	65
2	309	66
2	310	67
2	315	68
2	322	69
2	325	70
2	326	71
2	327	72
2	328	73
2	349	74
2	350	75
2	351	76
2	352	77
2	361	78
2	363	79
2	364	80
2	376	81
2	377	82
2	378	83
2	379	84
2	380	85
2	398	86
2	399	87
2	400	88
2	413	89
2	414	90
2	415	91
2	424	92
2	425	93
2	436	94
2	437	95
2	439	96
2	440	97
2	457	98
2	458	99
2	459	100
3	8	1
3	10	2
3	11	3
3	21	4
3	24	5
3	29	6
3	30	7
3	31	8
3	44	9
3	46	10
3	47	11
3	48	12
3	61	13
3	65	14
3	66	15
3	67	16
3	81	17
3	82	18
3	83	19
3	96	20
3	98	21
3	99	22
3	100	23
3	113	24
3	114	25
3	115	26
3	116	27
3	124	28
3	136	29
3	137	30
3	138	31
3	139	32
3	157	33
3	158	34
3	159	35
3	160	36
3	169	37
3	170	38
3	171	39
3	172	40
3	189	41
3	191	42
3	192	43
3	201	44
3	202	45
3	203	46
3	218	47
3	219	48
3	220	49
3	234	50
3	235	51
3	244	52
3	245	53
3	246	54
3	247	55
3	258	56
3	259	57
3	271	58
3	272	59
3	275	60
3	277	61
3	278	62
3	280	63
3	293	64
3	294	65
3	305	66
3	306	67
3	307	68
3	321	69
3	322	70
3	329	71
3	333	72
3	334	73
3	345	74
3	346	75
3	348	76
3	357	77
3	358	78
3	359	79
3	360	80
3	373	81
3	374	82
3	386	83
3	389	84
3	390	85
3	401	86
3	402	87
3	403	88
3	404	89
3	417	90
3	418	91
3	419	92
3	420	93
3	433	94
3	434	95
3	435	96
3	447	97
3	448	98
3	460	99
3	461	100
1	6	1
1	7	2
1	8	3
1	22	4
1	25	5
1	26	6
1	27	7
1	41	8
1	43	9
1	44	10
1	57	11
1	58	12
1	59	13
1	60	14
1	73	15
1	74	16
1	75	17
1	76	18
1	89	19
1	91	20
1	92	21
1	103	22
1	104	23
1	117	24
1	118	25
1	120	26
1	132	27
1	133	28
1	134	29
1	135	30
1	144	31
1	153	32
1	154	33
1	155	34
1	156	35
1	165	36
1	166	37
1	168	38
1	181	39
1	182	40
1	197	41
1	198	42
1	199	43
1	200	44
1	214	45
1	215	46
1	216	47
1	224	48
1	225	49
1	226	50
1	227	51
1	228	52
1	249	53
1	250	54
1	252	55
1	261	56
1	262	57
1	263	58
1	275	59
1	276	60
1	286	61
1	287	62
1	288	63
1	297	64
1	298	65
1	299	66
1	312	67
1	313	68
1	314	69
1	324	70
1	331	71
1	332	72
1	341	73
1	342	74
1	343	75
1	344	76
1	353	77
1	355	78
1	369	79
1	370	80
1	371	81
1	372	82
1	386	83
1	388	84
1	396	85
1	405	86
1	406	87
1	407	88
1	421	89
1	422	90
1	423	91
1	429	92
1	430	93
1	432	94
1	445	95
1	446	96
1	449	97
1	450	98
1	452	99
1	461	100
0	12	1
0	13	2
0	15	3
0	16	4
0	32	5
0	37	6
0	38	7
0	39	8
0	49	9
0	50	10
0	51	11
0	62	12
0	63	13
0	64	14
0	78	15
0	79	16
0	80	17
0	93	18
0	94	19
0	95	20
0	96	21
0	105	22
0	106	23
0	107	24
0	121	25
0	124	26
0	126	27
0	127	28
0	128	29
0	145	30
0	146	31
0	147	32
0	160	33
0	162	34
0	163	35
0	177	36
0	178	37
0	179	38
0	193	39
0	194	40
0	195	41
0	196	42
0	204	43
0	205	44
0	206	45
0	207	46
0	222	47
0	231	48
0	232	49
0	233	50
0	238	51
0	239	52
0	240	53
0	254	54
0	257	55
0	268	56
0	270	57
0	273	58
0	274	59
0	289	60
0	290	61
0	291	62
0	300	63
0	301	64
0	302	65
0	303	66
0	304	67
0	317	68
0	319	69
0	320	70
0	335	71
0	336	72
0	338	73
0	339	74
0	340	75
0	356	76
0	365	77
0	366	78
0	367	79
0	381	80
0	382	81
0	383	82
0	384	83
0	392	84
0	393	85
0	394	86
0	408	87
0	410	88
0	411	89
0	412	90
0	427	91
0	428	92
0	441	93
0	442	94
0	443	95
0	444	96
0	453	97
0	455	98
0	456	99
0	462	100
